id_distribuidor,monto_autorizado,tasa_minima,probabilidad,grupo_riesgo
140847,0,0,0.5490779281,Canasta 2
143960,0,0,0.5049648881,Canasta 2
145442,0,0,0.5995535254,Canasta 2
145444,10000,142,0.9532120228,Canasta 5
145969,10000,142,0.9089719057,Canasta 4
147364,0,0,0.7051388025,Canasta 2
147481,0,0,0.6838712096,Canasta 2
147486,0,0,0.2326734066,Canasta 1
147487,10000,147,0.7692042589,Canasta 3
147489,10000,127,0.9736328125,Canasta 6
147490,0,0,0.447730124,Canasta 1
147492,0,0,0.6396306157,Canasta 2
147582,0,0,0.3238474727,Canasta 1
147989,10000,147,0.8237352371,Canasta 3
147991,7000,142,0.8827112317,Canasta 4
148081,0,0,0.20625633,Canasta 1
151527,0,0,0.5517470837,Canasta 2
151626,10000,147,0.8264601827,Canasta 3
151641,0,0,0.5201773643,Canasta 2
151642,8000,142,0.8799408674,Canasta 4
151755,10000,142,0.9639108777,Canasta 5
151756,0,0,0.5629642606,Canasta 2
151757,0,0,0.7053405046,Canasta 2
151779,0,0,0.316175133,Canasta 1
151802,8000,142,0.8670610785,Canasta 4
151844,0,0,0.8311220407,Canasta 3
151883,0,0,0.5318051577,Canasta 2
151885,0,0,0.1788528413,Canasta 1
152069,8000,142,0.8475846648,Canasta 4
152120,0,0,0.5555379391,Canasta 2
152143,0,0,0.4113502502,Canasta 1
152162,0,0,0.6497368217,Canasta 2
152210,7000,142,0.8515716195,Canasta 4
152212,0,0,0.1853553802,Canasta 1
152227,0,0,0.9289289117,Canasta 4
152232,0,0,0.922349453,Canasta 4
152233,0,0,0.6161084771,Canasta 2
152263,0,0,0.5331688523,Canasta 2
152286,0,0,0.188473314,Canasta 1
152317,0,0,0.5594679117,Canasta 2
152329,0,0,0.1919392645,Canasta 1
152339,0,0,0.1331288517,Canasta 1
152344,0,0,0.5754114985,Canasta 2
152345,0,0,0.3948378563,Canasta 1
152346,0,0,0.5706970096,Canasta 2
152349,0,0,0.4144281745,Canasta 1
152362,0,0,0.1888915598,Canasta 1
152363,10000,142,0.9272546768,Canasta 4
152384,0,0,0.2968562841,Canasta 1
152385,0,0,0.5967876315,Canasta 2
152434,0,0,0.5855128169,Canasta 2
152472,0,0,0.1216875613,Canasta 1
152474,0,0,0.5111088753,Canasta 2
152475,0,0,0.4333603382,Canasta 1
152477,0,0,0.6801815033,Canasta 2
152523,0,0,0.3763575554,Canasta 1
152536,0,0,0.601958096,Canasta 2
152563,0,0,0.4209084213,Canasta 1
152566,0,0,0.2360207736,Canasta 1
152567,0,0,0.5462619066,Canasta 2
152598,0,0,0.8388869166,Canasta 3
152599,0,0,0.7494051456,Canasta 2
152602,10000,142,0.9549494982,Canasta 5
152605,0,0,0.6049047112,Canasta 2
152620,0,0,0.4972223341,Canasta 1
152623,0,0,0.5444723964,Canasta 2
152624,10000,147,0.8178322315,Canasta 3
152636,0,0,0.3296526074,Canasta 1
152641,0,0,0.1747863144,Canasta 1
152680,0,0,0.4419578314,Canasta 1
152716,0,0,0.9147689939,Canasta 4
152721,0,0,0.3602119684,Canasta 1
152760,10000,147,0.7593948841,Canasta 3
152778,0,0,0.6784213185,Canasta 2
152793,0,0,0.2631152868,Canasta 1
152794,0,0,0.6083740592,Canasta 2
152797,0,0,0.2635394931,Canasta 1
152798,10000,142,0.8622094393,Canasta 4
152801,0,0,0.7062774301,Canasta 2
152802,0,0,0.2815541327,Canasta 1
152815,0,0,0.0918926969,Canasta 1
152818,10000,147,0.8303623796,Canasta 3
152819,0,0,0.6955940127,Canasta 2
152820,0,0,0.0926825032,Canasta 1
152822,0,0,0.2780781686,Canasta 1
152823,10000,142,0.8450929523,Canasta 4
152826,8000,142,0.8881236911,Canasta 4
152832,0,0,0.1439304352,Canasta 1
152849,10000,142,0.9614886642,Canasta 5
152850,10000,127,0.9680073857,Canasta 6
152905,0,0,0.549110055,Canasta 2
152908,8000,142,0.8686343431,Canasta 4
152930,10000,147,0.8106074929,Canasta 3
152939,0,0,0.0803300068,Canasta 1
152941,0,0,0.3773088455,Canasta 1
152943,0,0,0.6507306695,Canasta 2
152945,10000,147,0.7759553194,Canasta 3
152953,0,0,0.1882675588,Canasta 1
152960,6000,142,0.9563994408,Canasta 5
152985,0,0,0.5367929935,Canasta 2
152999,10000,142,0.9584102035,Canasta 5
153000,0,0,0.8051650524,Canasta 3
153001,8000,142,0.927241981,Canasta 4
153018,10000,142,0.9632573724,Canasta 5
153038,0,0,0.8148167133,Canasta 3
153040,10000,127,0.9714862704,Canasta 6
153051,0,0,0.5748126507,Canasta 2
153055,10000,147,0.8005906343,Canasta 3
153065,0,0,0.0501213856,Canasta 1
153066,8000,142,0.9056048989,Canasta 4
153082,10000,142,0.8567306399,Canasta 4
153083,0,0,0.5360689759,Canasta 2
153085,9000,142,0.8750835657,Canasta 4
153086,10000,127,0.9743169546,Canasta 6
153087,10000,142,0.9547561407,Canasta 5
153088,10000,127,0.9691429734,Canasta 6
153090,0,0,0.6463038921,Canasta 2
153096,10000,142,0.9114820361,Canasta 4
153097,10000,127,0.9878365397,Canasta 6
153099,0,0,0.3172583282,Canasta 1
153101,0,0,0.0686453208,Canasta 1
153105,0,0,0.1899531335,Canasta 1
153106,10000,142,0.8491721153,Canasta 4
153138,0,0,0.5696525574,Canasta 2
153140,0,0,0.5969629288,Canasta 2
153145,10000,142,0.8991554976,Canasta 4
153162,10000,142,0.9361982942,Canasta 5
153163,10000,147,0.776330471,Canasta 3
153166,10000,142,0.9651453495,Canasta 5
153167,10000,142,0.9149127603,Canasta 4
153172,0,0,0.633325994,Canasta 2
153183,0,0,0.0670216903,Canasta 1
153185,0,0,0.3023249209,Canasta 1
153192,9000,142,0.9578584433,Canasta 5
153197,10000,142,0.8559784889,Canasta 4
153199,10000,147,0.7689501643,Canasta 3
153202,0,0,0.6724068522,Canasta 2
153203,10000,147,0.7783053517,Canasta 3
153214,9000,142,0.9546481371,Canasta 5
153220,0,0,0.1647247076,Canasta 1
153239,10000,142,0.9574412107,Canasta 5
153248,0,0,0.3056996763,Canasta 1
153251,0,0,0.1326844841,Canasta 1
153252,10000,142,0.8859988451,Canasta 4
153279,10000,142,0.8907575607,Canasta 4
153306,0,0,0.4659971297,Canasta 1
153307,0,0,0.8155274391,Canasta 3
153320,10000,147,0.8022179008,Canasta 3
153323,0,0,0.6913330555,Canasta 2
153341,0,0,0.7227618098,Canasta 2
153343,10000,142,0.9160491228,Canasta 4
153392,0,0,0.6550061703,Canasta 2
153395,0,0,0.6873517036,Canasta 2
153400,0,0,0.5077942014,Canasta 2
153401,10000,127,0.9811857343,Canasta 6
153407,0,0,0.5703544617,Canasta 2
153409,0,0,0.6471051574,Canasta 2
153427,10000,147,0.8208788633,Canasta 3
153431,0,0,0.4476868808,Canasta 1
153432,0,0,0.7513115406,Canasta 2
153433,0,0,0.139927581,Canasta 1
153448,8000,142,0.8461399674,Canasta 4
153499,0,0,0.6741599441,Canasta 2
153500,0,0,0.7186231017,Canasta 2
153502,0,0,0.562183857,Canasta 2
153504,5000,142,0.9370124936,Canasta 5
153505,0,0,0.7923724055,Canasta 3
153509,9000,147,0.7755209208,Canasta 3
153516,0,0,0.6130768657,Canasta 2
153518,10000,142,0.9034671783,Canasta 4
153522,9000,142,0.9202219248,Canasta 4
153539,10000,142,0.8822817802,Canasta 4
153542,0,0,0.6378759742,Canasta 2
153543,0,0,0.89201051,Canasta 4
153544,0,0,0.5241780281,Canasta 2
153545,10000,142,0.9493124485,Canasta 5
153547,0,0,0.5289366841,Canasta 2
153549,10000,142,0.8631097674,Canasta 4
153556,10000,142,0.8729096651,Canasta 4
153560,0,0,0.2972525954,Canasta 1
153564,10000,142,0.9319375157,Canasta 4
153565,10000,147,0.7650051117,Canasta 3
153568,0,0,0.1422192752,Canasta 1
153582,10000,142,0.9323307872,Canasta 4
153583,8000,142,0.9332973361,Canasta 4
153584,0,0,0.7250720859,Canasta 2
153585,0,0,0.6108381748,Canasta 2
153586,10000,142,0.8577295542,Canasta 4
153587,8000,142,0.8741548657,Canasta 4
153602,0,0,0.6033079028,Canasta 2
153603,0,0,0.6557904482,Canasta 2
153608,0,0,0.3062546551,Canasta 1
153619,0,0,0.3772153854,Canasta 1
153678,0,0,0.2845524251,Canasta 1
153704,10000,142,0.8682991862,Canasta 4
153705,10000,127,0.9730646014,Canasta 6
153706,0,0,0.2993239164,Canasta 1
153721,0,0,0.2965933084,Canasta 1
153722,0,0,0.7064801455,Canasta 2
153727,0,0,0.2999849021,Canasta 1
153761,0,0,0.3730329275,Canasta 1
153763,0,0,0.2012019604,Canasta 1
153765,0,0,0.1520555466,Canasta 1
153767,0,0,0.3695053458,Canasta 1
153774,0,0,0.6349285245,Canasta 2
153777,0,0,0.1610989571,Canasta 1
153795,10000,142,0.8587768674,Canasta 4
153820,0,0,0.0333025753,Canasta 1
153821,0,0,0.0338075906,Canasta 1
153822,0,0,0.3532887995,Canasta 1
153824,0,0,0.1737522632,Canasta 1
153825,0,0,0.3967818618,Canasta 1
153827,0,0,0.7120341659,Canasta 2
153828,0,0,0.1355650872,Canasta 1
153830,0,0,0.5628220439,Canasta 2
153837,10000,142,0.9496219754,Canasta 5
153838,0,0,0.6933394074,Canasta 2
153855,0,0,0.9302932024,Canasta 4
153857,10000,142,0.9082040787,Canasta 4
153878,0,0,0.6430099607,Canasta 2
153889,0,0,0.3699172437,Canasta 1
153904,0,0,0.7040127516,Canasta 2
153940,0,0,0.6690970659,Canasta 2
153961,0,0,0.5212143064,Canasta 2
153978,0,0,0.5045093298,Canasta 2
153981,10000,147,0.7954971194,Canasta 3
154036,0,0,0.5640654564,Canasta 2
154040,0,0,0.7288166285,Canasta 2
154042,9000,147,0.8277677298,Canasta 3
154045,9000,142,0.8746806979,Canasta 4
154056,10000,127,0.994263947,Canasta 6
154057,0,0,0.041927997,Canasta 1
154061,0,0,0.091086559,Canasta 1
154074,6000,142,0.967684269,Canasta 5
154075,10000,142,0.8946546912,Canasta 4
154076,0,0,0.7033512592,Canasta 2
154077,10000,142,0.9405730367,Canasta 5
154084,10000,142,0.9219088554,Canasta 4
154098,10000,142,0.8720247746,Canasta 4
154100,10000,142,0.8843005896,Canasta 4
154101,10000,142,0.8724236488,Canasta 4
154102,7000,142,0.8718774319,Canasta 4
154104,0,0,0.5725662708,Canasta 2
154107,10000,142,0.9657300115,Canasta 5
154110,10000,147,0.7595095038,Canasta 3
154113,0,0,0.0764469653,Canasta 1
154135,10000,142,0.8539197445,Canasta 4
154197,0,0,0.8373545408,Canasta 3
154217,0,0,0.1415974051,Canasta 1
154231,10000,142,0.8417317867,Canasta 4
154262,0,0,0.6852455139,Canasta 2
154265,10000,147,0.7851341367,Canasta 3
154274,10000,142,0.8967490196,Canasta 4
154278,0,0,0.7341828346,Canasta 2
154279,0,0,0.5215229988,Canasta 2
154281,0,0,0.3332738578,Canasta 1
154290,0,0,0.8325383663,Canasta 3
154301,10000,142,0.9183220863,Canasta 4
154320,0,0,0.5959432125,Canasta 2
154328,0,0,0.270642966,Canasta 1
154329,0,0,0.5284885168,Canasta 2
154332,0,0,0.2069391161,Canasta 1
154333,0,0,0.6685230732,Canasta 2
154335,0,0,0.7476073503,Canasta 2
154338,0,0,0.9147346616,Canasta 4
154351,0,0,0.4876082838,Canasta 1
154353,0,0,0.6516206264,Canasta 2
154358,10000,147,0.7707310915,Canasta 3
154360,10000,147,0.7604364157,Canasta 3
154362,7000,142,0.9390308857,Canasta 5
154363,0,0,0.2756167054,Canasta 1
154366,0,0,0.9335778952,Canasta 4
154374,0,0,0.5724147558,Canasta 2
154377,0,0,0.648229599,Canasta 2
154383,10000,127,0.98584795,Canasta 6
154409,0,0,0.166662693,Canasta 1
154435,10000,142,0.9319835901,Canasta 4
154436,0,0,0.6442143917,Canasta 2
154437,0,0,0.5999308825,Canasta 2
154438,0,0,0.5124861002,Canasta 2
154439,0,0,0.5905387402,Canasta 2
154441,7000,127,0.9744104743,Canasta 6
154443,0,0,0.5865215063,Canasta 2
154449,0,0,0.4757682085,Canasta 1
154458,0,0,0.519231081,Canasta 2
154459,10000,142,0.8915753961,Canasta 4
154464,7000,142,0.8785340786,Canasta 4
154465,0,0,0.4633139074,Canasta 1
154475,0,0,0.6486532092,Canasta 2
154477,0,0,0.6775491238,Canasta 2
154485,0,0,0.5401737094,Canasta 2
154488,7000,142,0.8514815569,Canasta 4
154494,0,0,0.7517018914,Canasta 2
154559,0,0,0.7255907655,Canasta 2
154567,0,0,0.7366958261,Canasta 2
154608,0,0,0.2992750108,Canasta 1
154610,0,0,0.5470895171,Canasta 2
154666,0,0,0.4142433405,Canasta 1
154669,0,0,0.3203769028,Canasta 1
154707,0,0,0.645427227,Canasta 2
154715,0,0,0.7209627628,Canasta 2
154716,7000,142,0.896838069,Canasta 4
154767,0,0,0.371632576,Canasta 1
154772,0,0,0.7379710674,Canasta 2
154785,0,0,0.3988184333,Canasta 1
154792,10000,147,0.8391850591,Canasta 3
154794,0,0,0.2520675063,Canasta 1
154795,0,0,0.1428964138,Canasta 1
154806,6000,142,0.9595171809,Canasta 5
154810,8000,142,0.9614311457,Canasta 5
154811,0,0,0.5644629598,Canasta 2
154812,10000,142,0.9392294884,Canasta 5
154821,10000,127,0.9923655391,Canasta 6
154822,10000,127,0.9872976542,Canasta 6
154824,10000,142,0.965575397,Canasta 5
154827,10000,142,0.9455866218,Canasta 5
154835,0,0,0.7154506445,Canasta 2
154837,10000,142,0.9274129868,Canasta 4
154840,0,0,0.6572140455,Canasta 2
154844,0,0,0.1858703792,Canasta 1
154845,10000,142,0.9335207343,Canasta 4
154859,10000,147,0.7553259134,Canasta 3
154876,10000,142,0.8876119852,Canasta 4
154878,0,0,0.7567273378,Canasta 3
154879,0,0,0.6697342992,Canasta 2
154880,0,0,0.2743813992,Canasta 1
154888,0,0,0.1833606362,Canasta 1
154897,10000,142,0.8651345968,Canasta 4
154899,10000,142,0.8794966936,Canasta 4
154900,0,0,0.7201250196,Canasta 2
154902,10000,127,0.9817597866,Canasta 6
154905,10000,142,0.9669418335,Canasta 5
154906,10000,142,0.8898194432,Canasta 4
154924,0,0,0.2997622192,Canasta 1
154926,0,0,0.0649242923,Canasta 1
154927,0,0,0.5152699947,Canasta 2
154932,10000,142,0.9634908438,Canasta 5
154946,10000,142,0.8523418903,Canasta 4
154960,0,0,0.3391174376,Canasta 1
154975,0,0,0.3448016942,Canasta 1
154976,0,0,0.205164969,Canasta 1
155005,0,0,0.7121295333,Canasta 2
155041,0,0,0.5097578764,Canasta 2
155044,0,0,0.7280662656,Canasta 2
155073,10000,142,0.9099878073,Canasta 4
155114,0,0,0.1313503832,Canasta 1
155116,0,0,0.103370145,Canasta 1
155146,0,0,0.2184614092,Canasta 1
155199,0,0,0.7907760143,Canasta 3
155261,0,0,0.4434153438,Canasta 1
155265,0,0,0.1499212682,Canasta 1
155267,8000,142,0.9423610568,Canasta 5
155280,9000,127,0.981730938,Canasta 6
155282,0,0,0.476323843,Canasta 1
155287,0,0,0.5689552426,Canasta 2
155337,0,0,0.2606032789,Canasta 1
155387,8000,142,0.8448694944,Canasta 4
155388,0,0,0.3208802938,Canasta 1
155389,10000,147,0.7595783472,Canasta 3
155390,9000,147,0.8202115893,Canasta 3
155394,10000,142,0.9381725788,Canasta 5
155395,0,0,0.6192603111,Canasta 2
155398,0,0,0.0499671809,Canasta 1
155399,10000,147,0.8088710308,Canasta 3
155403,0,0,0.8234059811,Canasta 3
155404,10000,142,0.9170734882,Canasta 4
155407,10000,147,0.7957441807,Canasta 3
155408,10000,142,0.9369733334,Canasta 5
155409,10000,142,0.8731154799,Canasta 4
155410,10000,142,0.9668385983,Canasta 5
155415,10000,127,0.976139605,Canasta 6
155433,0,0,0.5663636923,Canasta 2
155452,0,0,0.7174534798,Canasta 2
155487,0,0,0.2767924368,Canasta 1
155488,9000,142,0.861218214,Canasta 4
155495,0,0,0.5639070272,Canasta 2
155504,0,0,0.6616234779,Canasta 2
155513,0,0,0.5808622241,Canasta 2
155519,0,0,0.3296195567,Canasta 1
155539,0,0,0.683835566,Canasta 2
155555,10000,147,0.784445107,Canasta 3
155558,10000,142,0.9202337861,Canasta 4
155569,10000,142,0.9229663014,Canasta 4
155590,0,0,0.4815626144,Canasta 1
155603,0,0,0.5879737139,Canasta 2
155607,0,0,0.6687534451,Canasta 2
155615,0,0,0.5908452272,Canasta 2
155619,10000,147,0.7703770399,Canasta 3
155621,10000,147,0.7577906251,Canasta 3
155641,0,0,0.3225222528,Canasta 1
155646,0,0,0.7123655081,Canasta 2
155668,0,0,0.63518852,Canasta 2
155755,0,0,0.2404584289,Canasta 1
155762,7000,142,0.9287512898,Canasta 4
155763,7000,142,0.9157547951,Canasta 4
155767,0,0,0.5452859998,Canasta 2
155779,0,0,0.4157595038,Canasta 1
155780,0,0,0.6274126172,Canasta 2
155781,0,0,0.660063982,Canasta 2
155783,0,0,0.2790132761,Canasta 1
155805,0,0,0.2121244818,Canasta 1
155867,0,0,0.7329941392,Canasta 2
155889,10000,127,0.9927373528,Canasta 6
155925,10000,142,0.944054842,Canasta 5
155959,0,0,0.6976456046,Canasta 2
155966,0,0,0.1807744056,Canasta 1
155968,10000,142,0.9184007049,Canasta 4
155983,10000,142,0.8794804215,Canasta 4
155985,0,0,0.3462602198,Canasta 1
156030,0,0,0.2983445227,Canasta 1
156038,0,0,0.7479936481,Canasta 2
156047,10000,142,0.938012898,Canasta 5
156048,0,0,0.5675991774,Canasta 2
156049,10000,142,0.8775525093,Canasta 4
156050,10000,147,0.7838110924,Canasta 3
156053,0,0,0.3772916496,Canasta 1
156067,0,0,0.189906314,Canasta 1
156072,10000,147,0.7595992684,Canasta 3
156076,0,0,0.797278285,Canasta 3
156091,0,0,0.608289659,Canasta 2
156092,0,0,0.4917131066,Canasta 1
156108,0,0,0.8048252463,Canasta 3
156111,0,0,0.5371186137,Canasta 2
156114,0,0,0.7193968892,Canasta 2
156117,9000,142,0.9324118495,Canasta 4
156128,0,0,0.6683471203,Canasta 2
156129,0,0,0.6022083163,Canasta 2
156130,7000,127,0.9866424799,Canasta 6
156138,10000,127,0.9735963941,Canasta 6
156140,8000,142,0.926649034,Canasta 4
156147,10000,142,0.893881917,Canasta 4
156149,10000,147,0.7559005022,Canasta 3
156151,0,0,0.3391729891,Canasta 1
156152,10000,147,0.7713826299,Canasta 3
156156,0,0,0.6853666306,Canasta 2
156159,0,0,0.2245840579,Canasta 1
156160,10000,147,0.8098911643,Canasta 3
156161,0,0,0.2511988282,Canasta 1
156202,0,0,0.6409603357,Canasta 2
156205,0,0,0.5794101357,Canasta 2
156207,0,0,0.4514912367,Canasta 1
156210,10000,142,0.9314976931,Canasta 4
156213,0,0,0.7097743154,Canasta 2
156216,0,0,0.7325327992,Canasta 2
156219,10000,147,0.8066626191,Canasta 3
156222,0,0,0.6267849803,Canasta 2
156247,0,0,0.4956662357,Canasta 1
156260,9000,142,0.8482095003,Canasta 4
156284,0,0,0.464020133,Canasta 1
156285,0,0,0.5751382113,Canasta 2
156313,0,0,0.601095438,Canasta 2
156332,0,0,0.6743932962,Canasta 2
156357,0,0,0.7221041918,Canasta 2
156364,0,0,0.5536608696,Canasta 2
156365,0,0,0.2687576413,Canasta 1
156366,0,0,0.6640121341,Canasta 2
156387,0,0,0.6672317982,Canasta 2
156403,10000,142,0.8448240757,Canasta 4
156404,10000,147,0.7745447755,Canasta 3
156405,10000,142,0.8867871165,Canasta 4
156406,0,0,0.6585350633,Canasta 2
156407,10000,142,0.9092777371,Canasta 4
156418,10000,142,0.8506827354,Canasta 4
156419,10000,142,0.8877670169,Canasta 4
156422,10000,127,0.9950861335,Canasta 6
156442,0,0,0.3754588962,Canasta 1
156456,0,0,0.6113939285,Canasta 2
156458,0,0,0.625752449,Canasta 2
156460,10000,147,0.7716005445,Canasta 3
156462,0,0,0.7466299534,Canasta 2
156603,9000,142,0.8724198341,Canasta 4
156616,0,0,0.7262928486,Canasta 2
156621,0,0,0.5479779243,Canasta 2
