id_distribuidor,monto_autorizado,tasa_minima,probabilidad,grupo_riesgo
160751,0,0,0.6711703539,Canasta 2
160752,0,0,0.7840812206,Canasta 3
160753,10000,142,0.9608002901,Canasta 5
160755,10000,142,0.8538449407,Canasta 4
160758,0,0,0.7267434597,Canasta 2
160761,0,0,0.667708993,Canasta 2
160774,0,0,0.7682588696,Canasta 3
160775,0,0,0.6716198325,Canasta 2
160793,0,0,0.7908522487,Canasta 3
160794,10000,142,0.8486276269,Canasta 4
160804,10000,142,0.9603210688,Canasta 5
160806,10000,142,0.9399471283,Canasta 5
160813,10000,142,0.9560480118,Canasta 5
160827,10000,142,0.9473709464,Canasta 5
160829,10000,142,0.9236670136,Canasta 4
160834,0,0,0.2434634119,Canasta 1
160868,0,0,0.7949675322,Canasta 3
160876,10000,142,0.9255771041,Canasta 4
160878,10000,142,0.9579054713,Canasta 5
160879,0,0,0.5145214796,Canasta 2
160881,9000,147,0.7833834887,Canasta 3
160882,9000,142,0.9131731987,Canasta 4
160883,10000,142,0.8697119355,Canasta 4
160899,10000,142,0.9487990737,Canasta 5
160909,10000,142,0.9145477414,Canasta 4
160917,0,0,0.6628869176,Canasta 2
160953,10000,142,0.9397782087,Canasta 5
160963,10000,142,0.9395250678,Canasta 5
160967,0,0,0.3557181358,Canasta 1
160969,0,0,0.5360286832,Canasta 2
160972,0,0,0.156019181,Canasta 1
160986,10000,147,0.8114695549,Canasta 3
160991,0,0,0.7526110411,Canasta 2
160997,0,0,0.4103021324,Canasta 1
161000,7000,142,0.9473209977,Canasta 5
161001,10000,127,0.9783015251,Canasta 6
161015,8000,142,0.9150454998,Canasta 4
161028,10000,127,0.96831882,Canasta 6
161044,0,0,0.2925666869,Canasta 1
161045,0,0,0.5160192847,Canasta 2
161046,0,0,0.250020802,Canasta 1
161047,0,0,0.1589761227,Canasta 1
161049,10000,142,0.8475784063,Canasta 4
161050,10000,142,0.8912230134,Canasta 4
161051,0,0,0.659830451,Canasta 2
161060,0,0,0.5155532956,Canasta 2
161078,0,0,0.7567425966,Canasta 3
161080,0,0,0.610530436,Canasta 2
161081,10000,127,0.9699813128,Canasta 6
161083,0,0,0.7925682664,Canasta 3
161087,10000,142,0.9593194723,Canasta 5
161089,0,0,0.2501305342,Canasta 1
161091,10000,142,0.9401273727,Canasta 5
161102,10000,147,0.8382811546,Canasta 3
161111,10000,127,0.9700573683,Canasta 6
161115,0,0,0.2800565958,Canasta 1
161144,0,0,0.4539462924,Canasta 1
161178,0,0,0.4124164283,Canasta 1
161202,10000,142,0.9555997252,Canasta 5
161213,0,0,0.4926774502,Canasta 1
161222,0,0,0.3565378189,Canasta 1
161225,0,0,0.6937779188,Canasta 2
161227,0,0,0.5656459332,Canasta 2
161239,9000,142,0.9238333106,Canasta 4
161249,0,0,0.5848639607,Canasta 2
161297,0,0,0.2517077625,Canasta 1
161301,10000,142,0.9340276718,Canasta 4
161371,0,0,0.3059271872,Canasta 1
161374,9000,147,0.8272752166,Canasta 3
161375,0,0,0.2946051061,Canasta 1
161385,0,0,0.6245698929,Canasta 2
161386,10000,142,0.8494483232,Canasta 4
161387,10000,127,0.9683158994,Canasta 6
161392,0,0,0.8368962407,Canasta 3
161394,9000,127,0.9848188162,Canasta 6
161440,10000,142,0.8713102341,Canasta 4
161443,0,0,0.6224113107,Canasta 2
161445,10000,142,0.8553632498,Canasta 4
161462,10000,142,0.9453699589,Canasta 5
161467,10000,142,0.8730482459,Canasta 4
161484,10000,142,0.8825566173,Canasta 4
161487,0,0,0.3523817658,Canasta 1
161506,10000,142,0.9643186331,Canasta 5
161519,0,0,0.6759597659,Canasta 2
161522,0,0,0.4998211265,Canasta 1
161523,10000,127,0.9718144536,Canasta 6
161524,0,0,0.6357729435,Canasta 2
161538,0,0,0.5874282122,Canasta 2
161540,0,0,0.6984368563,Canasta 2
161545,0,0,0.1058380008,Canasta 1
161567,0,0,0.5409570336,Canasta 2
161577,10000,142,0.8490619659,Canasta 4
161590,0,0,0.4718666375,Canasta 1
161591,0,0,0.9840549827,Canasta 6
161619,10000,147,0.8265124559,Canasta 3
161621,10000,147,0.819773674,Canasta 3
161627,10000,142,0.9083688259,Canasta 4
161635,0,0,0.6328891516,Canasta 2
161666,10000,147,0.7565541863,Canasta 3
161701,10000,142,0.9617576599,Canasta 5
161706,10000,142,0.9470418692,Canasta 5
161711,9000,142,0.9016155601,Canasta 4
161732,10000,142,0.9118161201,Canasta 4
161747,0,0,0.7155075073,Canasta 2
161787,0,0,0.6624053717,Canasta 2
161796,0,0,0.5234229565,Canasta 2
161797,0,0,0.47019279,Canasta 1
161799,0,0,0.4221298695,Canasta 1
161810,0,0,0.5262593031,Canasta 2
161829,0,0,0.1680940688,Canasta 1
161843,10000,142,0.8854276538,Canasta 4
161866,0,0,0.5827329755,Canasta 2
161871,8000,142,0.9341752529,Canasta 4
161899,0,0,0.0712633133,Canasta 1
161903,0,0,0.6102296114,Canasta 2
161911,0,0,0.4922012687,Canasta 1
161920,0,0,0.1590088457,Canasta 1
161987,0,0,0.6095457673,Canasta 2
161989,0,0,0.7315214872,Canasta 2
161991,10000,127,0.9796509147,Canasta 6
162001,0,0,0.568307519,Canasta 2
162010,10000,127,0.9736732841,Canasta 6
162013,10000,142,0.9027191401,Canasta 4
162017,0,0,0.3413480222,Canasta 1
162019,0,0,0.6445721984,Canasta 2
162021,0,0,0.1499349028,Canasta 1
162022,0,0,0.1965537667,Canasta 1
162053,0,0,0.1380197257,Canasta 1
162071,10000,142,0.8532142639,Canasta 4
162089,0,0,0.6781927347,Canasta 2
162096,10000,142,0.8630127311,Canasta 4
162099,0,0,0.0425007083,Canasta 1
162101,10000,142,0.9601639509,Canasta 5
162105,0,0,0.4902340174,Canasta 1
162112,0,0,0.6417014599,Canasta 2
162154,0,0,0.1734061092,Canasta 1
162157,0,0,0.1388525665,Canasta 1
162182,0,0,0.5410215855,Canasta 2
162184,0,0,0.2380515486,Canasta 1
162189,10000,142,0.9000530839,Canasta 4
162208,10000,127,0.9787690639,Canasta 6
162212,10000,142,0.9043921232,Canasta 4
162214,0,0,0.4785322845,Canasta 1
162215,0,0,0.6798117161,Canasta 2
162217,10000,127,0.9777731299,Canasta 6
162220,0,0,0.7164747119,Canasta 2
162222,9000,147,0.7545723319,Canasta 3
162260,10000,142,0.9173625112,Canasta 4
162264,0,0,0.441065073,Canasta 1
162267,0,0,0.460357666,Canasta 1
162269,0,0,0.6404553056,Canasta 2
162310,0,0,0.6493590474,Canasta 2
162311,0,0,0.0811211169,Canasta 1
162317,0,0,0.4264938235,Canasta 1
162353,0,0,0.4421542883,Canasta 1
162354,0,0,0.5046873689,Canasta 2
162372,0,0,0.3910961449,Canasta 1
162385,0,0,0.6491490602,Canasta 2
162399,10000,142,0.9202472568,Canasta 4
162405,0,0,0.4920033514,Canasta 1
162454,0,0,0.5464024544,Canasta 2
162455,10000,142,0.8721900582,Canasta 4
162480,0,0,0.5720525384,Canasta 2
162481,0,0,0.6179600954,Canasta 2
162487,0,0,0.4616726637,Canasta 1
162488,0,0,0.5082663894,Canasta 2
162489,0,0,0.0498272181,Canasta 1
162508,10000,127,0.9874738455,Canasta 6
162511,0,0,0.5670374036,Canasta 2
162513,10000,142,0.8580650687,Canasta 4
162519,10000,127,0.9737187028,Canasta 6
162526,0,0,0.3518767655,Canasta 1
162527,0,0,0.7433342934,Canasta 2
162534,0,0,0.5435281992,Canasta 2
162554,0,0,0.1614152044,Canasta 1
162573,0,0,0.3048795164,Canasta 1
162583,10000,142,0.9594986439,Canasta 5
162586,10000,127,0.9927076697,Canasta 6
162589,0,0,0.1113089696,Canasta 1
162590,9000,147,0.7880792618,Canasta 3
162591,0,0,0.3585873246,Canasta 1
162592,0,0,0.0517800115,Canasta 1
162594,9000,142,0.9590821266,Canasta 5
162597,8000,142,0.8856239319,Canasta 4
162600,0,0,0.081839174,Canasta 1
162601,0,0,0.2147567421,Canasta 1
162609,0,0,0.2947374582,Canasta 1
162614,0,0,0.2438843548,Canasta 1
162615,0,0,0.3446980715,Canasta 1
162618,0,0,0.5434370637,Canasta 2
162619,0,0,0.512565136,Canasta 2
162623,0,0,0.6426400542,Canasta 2
162624,0,0,0.6198228002,Canasta 2
162625,0,0,0.4644379616,Canasta 1
162626,0,0,0.4452920258,Canasta 1
162634,0,0,0.3623935878,Canasta 1
162638,0,0,0.1664987952,Canasta 1
162642,0,0,0.77631253,Canasta 3
162645,0,0,0.1992399395,Canasta 1
162646,0,0,0.5447559357,Canasta 2
162647,0,0,0.7012319565,Canasta 2
162648,0,0,0.7154848576,Canasta 2
162667,0,0,0.5593178868,Canasta 2
162672,10000,142,0.872096777,Canasta 4
162679,0,0,0.2729095519,Canasta 1
162699,0,0,0.4905188382,Canasta 1
162703,0,0,0.7446097136,Canasta 2
162708,0,0,0.6057654023,Canasta 2
162723,10000,127,0.9705541134,Canasta 6
162725,10000,142,0.9646772742,Canasta 5
162730,0,0,0.3340967596,Canasta 1
162731,0,0,0.4007635415,Canasta 1
162745,0,0,0.7320965528,Canasta 2
162772,0,0,0.3845676184,Canasta 1
162773,10000,147,0.7835866213,Canasta 3
162774,0,0,0.6094845533,Canasta 2
162797,0,0,0.3513997495,Canasta 1
162846,0,0,0.4814514518,Canasta 1
162847,0,0,0.4299079478,Canasta 1
162850,0,0,0.7122044563,Canasta 2
162851,10000,142,0.84812361,Canasta 4
162852,0,0,0.6849460602,Canasta 2
162855,0,0,0.4946156442,Canasta 1
162856,0,0,0.4756771922,Canasta 1
162859,0,0,0.5823639631,Canasta 2
162863,0,0,0.4129690826,Canasta 1
162886,0,0,0.6444806457,Canasta 2
162907,10000,142,0.8477039337,Canasta 4
162923,0,0,0.2846070528,Canasta 1
162939,0,0,0.5250242949,Canasta 2
162940,0,0,0.5048305392,Canasta 2
162963,0,0,0.4859809875,Canasta 1
162981,9000,142,0.8654748201,Canasta 4
163038,0,0,0.3163142502,Canasta 1
163049,0,0,0.5627526641,Canasta 2
163054,0,0,0.4599246383,Canasta 1
163071,0,0,0.6299985051,Canasta 2
163099,10000,142,0.864672482,Canasta 4
163109,10000,142,0.8678162098,Canasta 4
163132,0,0,0.4194532037,Canasta 1
163133,10000,147,0.7752334476,Canasta 3
163250,0,0,0.6695405245,Canasta 2
163252,0,0,0.3813490272,Canasta 1
163255,0,0,0.3112411797,Canasta 1
163256,10000,142,0.8798174262,Canasta 4
163259,10000,142,0.8998242617,Canasta 4
163261,0,0,0.5336533189,Canasta 2
163269,10000,147,0.7900877595,Canasta 3
163354,10000,142,0.8977633119,Canasta 4
163362,0,0,0.8166201711,Canasta 3
163381,10000,147,0.8285021782,Canasta 3
163422,10000,147,0.8136985302,Canasta 3
163438,9000,147,0.8181299567,Canasta 3
163450,0,0,0.6730595827,Canasta 2
163452,0,0,0.5866137147,Canasta 2
163454,0,0,0.6421564817,Canasta 2
163468,0,0,0.2251997739,Canasta 1
163486,10000,142,0.9462351203,Canasta 5
163488,10000,147,0.8038581014,Canasta 3
163489,10000,142,0.8754450083,Canasta 4
163491,0,0,0.579881072,Canasta 2
163540,0,0,0.0711037219,Canasta 1
163577,0,0,0.6701661944,Canasta 2
163579,0,0,0.2047550529,Canasta 1
163588,0,0,0.2046090513,Canasta 1
163592,0,0,0.6139144301,Canasta 2
163594,0,0,0.1499602646,Canasta 1
163596,0,0,0.4373930991,Canasta 1
163604,10000,142,0.9511018395,Canasta 5
163609,8000,142,0.875115633,Canasta 4
163611,10000,147,0.8281635642,Canasta 3
163615,10000,147,0.7758592963,Canasta 3
163617,10000,142,0.8814067245,Canasta 4
163619,0,0,0.6642029285,Canasta 2
163620,0,0,0.1588944346,Canasta 1
163632,8000,127,0.9753916264,Canasta 6
163645,0,0,0.2872318029,Canasta 1
163646,0,0,0.4764904082,Canasta 1
163666,0,0,0.640365243,Canasta 2
163689,10000,127,0.9748715758,Canasta 6
163692,0,0,0.7368535995,Canasta 2
163697,10000,147,0.7607150078,Canasta 3
163725,0,0,0.1893595308,Canasta 1
163754,0,0,0.1985369027,Canasta 1
163765,0,0,0.5921856165,Canasta 2
163778,0,0,0.6903805137,Canasta 2
163816,10000,147,0.7894752026,Canasta 3
163817,10000,147,0.7805788517,Canasta 3
163821,10000,147,0.8223907948,Canasta 3
163822,10000,127,0.9816117883,Canasta 6
163825,8000,142,0.9264261127,Canasta 4
163826,0,0,0.0728946328,Canasta 1
163827,10000,127,0.9745627046,Canasta 6
163850,0,0,0.5653429627,Canasta 2
163853,0,0,0.2251636833,Canasta 1
163866,10000,147,0.7975054979,Canasta 3
163868,9000,147,0.8084238768,Canasta 3
163870,5000,127,0.9816275239,Canasta 6
163871,9000,147,0.8381896615,Canasta 3
163874,10000,147,0.7707202435,Canasta 3
163880,10000,142,0.9619624615,Canasta 5
163883,0,0,0.574870348,Canasta 2
163884,10000,147,0.8118989468,Canasta 3
163891,0,0,0.7767124772,Canasta 3
163892,0,0,0.4602869451,Canasta 1
163899,0,0,0.2311252356,Canasta 1
163903,0,0,0.5890867114,Canasta 2
163906,0,0,0.8301121593,Canasta 3
163907,9000,147,0.8190966249,Canasta 3
163923,0,0,0.4225653708,Canasta 1
163925,0,0,0.8197710514,Canasta 3
163926,0,0,0.5934509039,Canasta 2
163967,10000,142,0.8869146109,Canasta 4
163970,0,0,0.3827653527,Canasta 1
163971,10000,142,0.8772136569,Canasta 4
163983,0,0,0.165147841,Canasta 1
164002,0,0,0.3730040193,Canasta 1
164003,10000,147,0.8372423053,Canasta 3
164040,10000,142,0.9678750634,Canasta 5
164071,9000,147,0.7658515573,Canasta 3
164072,0,0,0.7485846281,Canasta 2
164118,10000,142,0.8881775737,Canasta 4
164119,0,0,0.2837514877,Canasta 1
164159,0,0,0.5218972564,Canasta 2
164160,10000,142,0.9347371459,Canasta 4
164175,0,0,0.3300428391,Canasta 1
164197,0,0,0.6611139774,Canasta 2
164202,10000,147,0.7888827324,Canasta 3
164212,0,0,0.413433373,Canasta 1
164213,0,0,0.5549896359,Canasta 2
164227,5000,127,0.9721474648,Canasta 6
164231,0,0,0.9197899103,Canasta 4
164239,0,0,0.3729232848,Canasta 1
164242,0,0,0.3893803358,Canasta 1
164268,10000,147,0.8368298411,Canasta 3
164317,0,0,0.2923646271,Canasta 1
164346,9000,142,0.9678888917,Canasta 5
164373,0,0,0.336991936,Canasta 1
164375,0,0,0.3543530107,Canasta 1
164376,0,0,0.2347396761,Canasta 1
164406,9000,142,0.955928266,Canasta 5
164411,0,0,0.7206878066,Canasta 2
164414,10000,127,0.9757969379,Canasta 6
164453,0,0,0.775395453,Canasta 3
164485,10000,147,0.8199182153,Canasta 3
164507,0,0,0.6776303053,Canasta 2
164508,10000,142,0.9510946274,Canasta 5
164517,10000,142,0.9071238637,Canasta 4
164524,10000,147,0.8077711463,Canasta 3
164540,10000,147,0.8398683667,Canasta 3
164566,10000,142,0.9592886567,Canasta 5
164567,0,0,0.5945302844,Canasta 2
164571,0,0,0.6306578517,Canasta 2
164572,0,0,0.6281964779,Canasta 2
164614,0,0,0.2205366492,Canasta 1
164619,0,0,0.190866068,Canasta 1
164632,0,0,0.668797195,Canasta 2
164635,0,0,0.2687733173,Canasta 1
164648,0,0,0.7476786375,Canasta 2
164650,0,0,0.6975872517,Canasta 2
164666,0,0,0.7979984879,Canasta 3
164679,10000,147,0.8214216232,Canasta 3
164701,0,0,0.7493932247,Canasta 2
164759,0,0,0.585038662,Canasta 2
164765,10000,147,0.7819113135,Canasta 3
164784,10000,142,0.8804722428,Canasta 4
164795,10000,142,0.8786901832,Canasta 4
164800,0,0,0.2639704645,Canasta 1
164832,10000,142,0.9501394033,Canasta 5
164834,0,0,0.58734864,Canasta 2
164899,10000,147,0.7638967037,Canasta 3
164900,0,0,0.5423725247,Canasta 2
164902,10000,142,0.8629240394,Canasta 4
164911,10000,147,0.7727443576,Canasta 3
164914,10000,147,0.7837599516,Canasta 3
164919,10000,142,0.932122767,Canasta 4
164921,0,0,0.7367751598,Canasta 2
164927,0,0,0.4974559247,Canasta 1
164943,10000,142,0.8786323667,Canasta 4
164944,10000,142,0.9529224634,Canasta 5
164945,0,0,0.6958658695,Canasta 2
164971,10000,147,0.8255077004,Canasta 3
164980,0,0,0.1964132637,Canasta 1
165046,10000,142,0.8554178476,Canasta 4
165047,10000,142,0.8939027786,Canasta 4
165052,0,0,0.178612873,Canasta 1
165091,10000,142,0.9412423968,Canasta 5
165093,9000,142,0.8821546435,Canasta 4
165123,0,0,0.7320165038,Canasta 2
165141,10000,127,0.9971308112,Canasta 6
165149,0,0,0.4065307677,Canasta 1
165150,0,0,0.5667224526,Canasta 2
165152,10000,142,0.9651102424,Canasta 5
165157,10000,142,0.9210335016,Canasta 4
165164,0,0,0.2163877785,Canasta 1
165167,9000,142,0.9141072035,Canasta 4
165169,0,0,0.5331239104,Canasta 2
165171,0,0,0.6156767607,Canasta 2
165225,10000,147,0.8386420012,Canasta 3
165237,0,0,0.5921262503,Canasta 2
165240,0,0,0.2369906455,Canasta 1
165247,0,0,0.4662718773,Canasta 1
165249,0,0,0.1203476116,Canasta 1
165298,0,0,0.1440537125,Canasta 1
165332,10000,142,0.9182659388,Canasta 4
165333,0,0,0.7507232428,Canasta 2
165334,0,0,0.4042852223,Canasta 1
165336,0,0,0.2994859815,Canasta 1
165338,0,0,0.2828155458,Canasta 1
165339,0,0,0.5735062361,Canasta 2
165340,0,0,0.0908028781,Canasta 1
165366,10000,147,0.804604888,Canasta 3
165370,0,0,0.9301694036,Canasta 4
165372,10000,147,0.7687835693,Canasta 3
165373,10000,142,0.9102162719,Canasta 4
165422,10000,147,0.8379660249,Canasta 3
165427,10000,147,0.7542161942,Canasta 3
165428,0,0,0.7106131911,Canasta 2
165432,10000,142,0.9637272954,Canasta 5
165452,8000,142,0.9229825139,Canasta 4
165463,10000,142,0.8685855269,Canasta 4
165511,0,0,0.5517325401,Canasta 2
165554,10000,147,0.8042072058,Canasta 3
165555,0,0,0.66576159,Canasta 2
165665,0,0,0.532977879,Canasta 2
165669,0,0,0.3892105222,Canasta 1
165832,10000,142,0.8872669935,Canasta 4
165833,10000,142,0.9447401166,Canasta 5
165834,10000,147,0.7802594304,Canasta 3
165849,10000,142,0.8704553843,Canasta 4
165855,10000,142,0.915638864,Canasta 4
166031,0,0,0.7131773829,Canasta 2
166060,0,0,0.6914228797,Canasta 2
166103,0,0,0.6090564132,Canasta 2
166121,10000,147,0.7706618309,Canasta 3
166122,0,0,0.6233156323,Canasta 2
166130,10000,147,0.7752696276,Canasta 3
166132,10000,127,0.990203619,Canasta 6
166134,10000,142,0.9042030573,Canasta 4
166163,0,0,0.9314832091,Canasta 4
166165,9000,147,0.8052872419,Canasta 3
166175,10000,147,0.8407679796,Canasta 3
166176,10000,142,0.9467273951,Canasta 5
166200,0,0,0.7212736011,Canasta 2
166201,10000,142,0.884213686,Canasta 4
166202,0,0,0.3510470688,Canasta 1
166203,10000,142,0.9053223133,Canasta 4
166204,10000,142,0.9142121077,Canasta 4
166207,10000,142,0.88120085,Canasta 4
166209,0,0,0.6020010114,Canasta 2
166260,0,0,0.2759210169,Canasta 1
166261,10000,147,0.8160589933,Canasta 3
166262,10000,147,0.781146884,Canasta 3
166263,10000,142,0.9408911467,Canasta 5
166264,0,0,0.4939048886,Canasta 1
166293,0,0,0.6087373495,Canasta 2
166311,10000,142,0.8900920153,Canasta 4
166323,0,0,0.6121313572,Canasta 2
166326,0,0,0.5202342868,Canasta 2
166330,0,0,0.6042656302,Canasta 2
166384,0,0,0.1330421716,Canasta 1
166385,0,0,0.4924393594,Canasta 1
166390,0,0,0.6698367596,Canasta 2
166474,0,0,0.59493047,Canasta 2
166490,0,0,0.6804307103,Canasta 2
166532,0,0,0.6938693523,Canasta 2
166739,0,0,0.5542345047,Canasta 2
166741,0,0,0.606908083,Canasta 2
166784,10000,142,0.8841713071,Canasta 4
166882,0,0,0.2762903273,Canasta 1
166893,10000,142,0.9548502564,Canasta 5
167070,0,0,0.7184106112,Canasta 2
167202,0,0,0.5222830772,Canasta 2
